gene	15351	15356
gene	15397	15400
gene	16079	16081
gene	16083	16088
gene	16225	16238
gene	16442	16444
species	16504	16519
species	16525	16541
species	16847	16853
gene	16874	16877
gene	16883	16886
gene	17053	17055
species	17306	17327
gene	17341	17358
gene	17455	17458
gene	17495	17498
gene	17520	17522
gene	17524	17526
gene	17584	17587
gene	17631	17637
species	17645	17660
gene	17662	17664
gene	17702	17705
gene	17745	17747
gene	17805	17809
gene	17817	17819
gene	17877	17880
gene	17932	17934
gene	17940	17943
gene	17949	17955
gene	17983	17989
gene	18040	18043
gene	18059	18062
gene	18097	18099
gene	18168	18171
gene	18230	18233
gene	18265	18267
gene	18286	18289
gene	18314	18331
species	18345	18361
gene	18363	18366
gene	18369	18371
gene	18469	18471
gene	18545	18548
gene	18640	18643
gene	18685	18688
gene	18760	18767
gene	18822	18825
gene	18856	18858
gene	18884	18891
gene	18897	18900
gene	18922	18925
gene	18973	18980
person	18987	18990
gene	19052	19055
gene	19101	19104
species	19130	19140
gene	19149	19151
gene	19174	19177
gene	19207	19210
gene	19223	19225
gene	19266	19268
gene	19349	19351
gene	19366	19368
gene	19431	19434
species	19546	19568
species	19743	19755
gene	19757	19761
gene	19988	19997
species	20325	20341
species	20385	20397
gene	20562	20564
species	20614	20620
gene	20656	20659
gene	20665	20668
species	20692	20708
date	20864	20867
location	20900	20908
date	20918	20921
gene	21000	21003
gene	21006	21009
gene	21016	21019
gene	21103	21106
species	21125	21128
gene	21233	21236
gene	21257	21260
gene	21262	21275
gene	21308	21311
person	21317	21320
gene	21341	21344
gene	21461	21483
gene	21490	21492
gene	21494	21496
gene	21566	21573
gene	21729	21732
gene	21735	21738
gene	21745	21748
species	21828	21834
species	21895	21905
gene	21973	21976
gene	21979	21982
gene	21989	21992
gene	22042	22045
gene	22051	22054
gene	22081	22083
gene	22085	22087
gene	22159	22162
gene	22169	22171
gene	22173	22175
species	22359	22374
gene	22376	22386
gene	22475	22478
gene	22736	22739
species	22754	22775
gene	23128	23131
gene	23211	23219
gene	23238	23240
gene	23291	23299
gene	23301	23305
gene	23308	23312
gene	23413	23415
gene	23476	23480
gene	23517	23519
gene	23576	23580
gene	23625	23628
gene	23631	23634
gene	23717	23719
gene	23755	23758
gene	23849	23857
gene	23859	23863
gene	23866	23870
gene	23896	23900
gene	23935	23937
gene	23972	23976
gene	24004	24008
gene	24118	24122
gene	24193	24197
gene	24244	24248
species	24273	24289
gene	24366	24368
gene	24411	24415
gene	24427	24429
gene	24436	24438
species	24493	24508
gene	24535	24539
species	24578	24586
gene	24636	24643
gene	24646	24649
gene	24652	24655
gene	24666	24679
species	24784	24800
species	24803	24824
species	24827	24848
species	24851	24866
species	24869	24876
species	24892	24912
species	24918	24939
gene	24957	24960
species	24996	25011
species	25038	25044
species	25133	25143
gene	25173	25186
species	25191	25197
species	25356	25366
gene	25517	25519
species	25634	25640
gene	25647	25660
gene	25687	25690
species	25697	25707
species	25741	25751
species	25864	25874
species	25950	25971
gene	26052	26055
gene	26061	26064
species	26095	26111
species	26117	26132
gene	26164	26167
gene	26173	26176
species	26234	26244
species	26267	26282
gene	26350	26353
gene	26359	26362
gene	26387	26390
species	26422	26437
species	26502	26517
gene	26548	26551
species	26620	26635
species	26641	26651
species	26853	26869
species	26961	26971
gene	26973	26976
gene	26978	26983
gene	27021	27023
gene	27072	27075
gene	27078	27081
gene	27084	27087
gene	27090	27093
gene	27096	27099
gene	27102	27105
gene	27112	27115
gene	27226	27229
gene	27231	27236
species	27449	27459
gene	27461	27464
gene	27466	27471
gene	27582	27587
gene	27783	27786
gene	27833	27838
gene	27913	27915
gene	27959	27962
gene	28088	28091
gene	28093	28098
gene	28215	28217
gene	28298	28300
gene	28336	28339
gene	28563	28566
species	28571	28591
gene	28660	28665
species	28802	28812
gene	28814	28817
species	28844	28860
gene	28862	28865
gene	28887	28893
gene	29015	29018
gene	29103	29105
gene	29628	29645
gene	29665	29670
species	29724	29749
species	29797	29812
gene	29818	29821
gene	29826	29828
species	29892	29908
species	29914	29930
species	30008	30013
gene	30099	30102
species	30148	30157
species	30191	30201
species	30372	30381
species	30412	30417
species	30492	30497
species	30535	30545
species	30575	30580
species	30620	30625
species	30720	30725
gene	30743	30745
species	30755	30760
gene	30985	30990
species	30995	31011
gene	31046	31048
gene	31068	31070
gene	31091	31094
gene	31100	31103
gene	31118	31120
gene	31136	31139
gene	31145	31148
gene	31231	31234
gene	31259	31269
gene	31312	31317
gene	31465	31467
gene	31489	31494
gene	31525	31532
gene	31573	31576
gene	31579	31582
gene	31633	31636
gene	31732	31737
species	31906	31916
gene	32063	32065
gene	32067	32072
gene	32092	32095
gene	32145	32147
gene	32227	32229
species	32372	32398
gene	32495	32501
gene	32527	32533
gene	32556	32559
gene	32601	32607
gene	32624	32627
gene	32736	32742
gene	32767	32770
gene	33148	33151
gene	33262	33268
gene	33368	33371
species	33471	33491
gene	33536	33542
gene	33574	33577
species	33774	33789
species	33796	33817
species	33873	33887
species	33919	33927
species	33930	33937
species	33940	33954
species	33957	33966
species	33969	33979
species	33985	33995
species	34101	34107
gene	34273	34284
species	34289	34305
species	34866	34874
species	34919	34931
species	34963	35006
species	35009	35015
species	35018	35043
species	35046	35063
species	35066	35086
species	35092	35126
species	35167	35175
species	35207	35221
gene	35355	35357
gene	35396	35398
species	35437	35440
gene	35469	35471
gene	35494	35496
gene	35549	35552
species	35649	35656
species	35663	35676
gene	35735	35737
gene	35751	35753
species	35823	35830
gene	35959	35962
gene	35968	35970
gene	35974	35977
gene	36080	36082
gene	36279	36282
gene	36414	36417
gene	36519	36522
gene	36557	36560
gene	36620	36623
gene	36719	36722
gene	36846	36849
gene	36889	36892
gene	36897	36899
species	36932	36936
gene	36996	37001
person	37004	37007
gene	37036	37039
gene	37053	37056
gene	37062	37065
gene	37080	37082
gene	37084	37089
gene	37201	37204
gene	37228	37231
gene	37360	37363
gene	37435	37438
gene	37538	37541
gene	37616	37619
person	37625	37628
gene	37665	37668
gene	37670	37672
person	37695	37698
gene	37818	37821
gene	37830	37833
gene	37881	37887
gene	37910	37916
gene	37979	37982
gene	37999	38002
gene	38205	38208
gene	38232	38235
gene	38304	38310
gene	38429	38432
gene	38486	38489
gene	38546	38549
gene	38596	38599
gene	38774	38777
gene	38985	38988
person	38994	38997
species	39049	39065
gene	39068	39071
person	39092	39095
gene	39201	39203
gene	39214	39217
gene	39261	39263
gene	39274	39277
gene	39426	39429
gene	39512	39514
gene	39542	39544
gene	39572	39578
gene	39638	39641
gene	39736	39739
gene	39806	39809
gene	39849	39852
gene	39932	39935
gene	39968	39970
gene	40025	40028
gene	40103	40106
gene	40135	40137
gene	40148	40151
gene	40250	40253
gene	40286	40289
species	40499	40514
gene	40521	40524
species	40749	40774
species	40827	40852
species	40986	40999
gene	41195	41198
gene	41241	41244
species	41305	41317
species	41351	41357
gene	41373	41376
gene	41455	41458
gene	41542	41545
gene	41595	41598
gene	41680	41683
species	41729	41733
species	41739	41744
gene	41785	41788
gene	41790	41792
gene	41855	41858
gene	41860	41863
gene	41865	41868
gene	41870	41875
gene	41994	41996
species	42152	42164
species	42265	42281
species	42349	42362
gene	42365	42368
gene	42374	42377
gene	42482	42485
species	42499	42515
gene	42529	42532
gene	42539	42542
species	42623	42626
gene	42678	42681
gene	42833	42836
gene	42892	42895
gene	42912	42915
gene	42921	42924
gene	42966	42969
gene	42971	42974
gene	42976	42981
gene	43027	43032
gene	43126	43128
gene	43199	43204
gene	43350	43353
gene	43403	43406
gene	43412	43415
gene	43451	43454
gene	43495	43498
gene	43587	43589
gene	43617	43620
gene	43648	43654
gene	43700	43703
gene	43835	43838
gene	43915	43918
species	43924	43940
gene	44083	44088
gene	44098	44111
gene	44114	44117
gene	44138	44143
gene	44198	44203
gene	44206	44209
gene	44216	44219
gene	44260	44265
gene	44279	44281
gene	44342	44346
gene	44377	44382
gene	44388	44393
gene	44422	44425
gene	44468	44471
gene	44478	44480
gene	44583	44588
gene	44590	44593
gene	44651	44654
gene	44678	44681
gene	44705	44710
gene	44712	44715
gene	44736	44738
gene	44751	44755
gene	44757	44760
gene	44786	44789
gene	44858	44861
gene	44888	44893
gene	44895	44898
gene	44937	44940
gene	44969	44974
gene	44976	44979
gene	45103	45106
gene	45203	45206
gene	45266	45271
gene	45283	45286
gene	45330	45335
species	45376	45386
species	45402	45418
gene	45420	45423
gene	45429	45432
gene	45613	45616
gene	45692	45697
gene	45707	45720
gene	45746	45749
gene	45755	45758
gene	45795	45800
gene	45837	45842
gene	45905	45908
gene	46004	46034
gene	46080	46083
gene	46135	46138
gene	46173	46176
gene	46237	46240
gene	46295	46298
gene	46304	46306
gene	46325	46328
gene	46405	46408
gene	46488	46491
gene	46602	46607
gene	46681	46684
gene	46739	46741
gene	46743	46745
gene	46779	46782
gene	46883	46886
gene	46906	46919
gene	47010	47013
gene	47142	47145
gene	47151	47154
species	47220	47233
gene	47296	47299
gene	47307	47309
date	47310	47313
url	47329	47369
species	47376	47396
gene	47431	47434
gene	47475	47478
species	47485	47501
gene	47715	47718
species	47772	47782
species	47848	47860
species	48134	48146
gene	48148	48151
species	48230	48242
species	48457	48469
gene	48471	48474
gene	48486	48489
gene	48498	48500
gene	48502	48504
species	48586	48601
gene	48618	48621
gene	48623	48628
gene	48648	48653
gene	48655	48657
gene	48835	48838
gene	48887	48890
gene	48892	48897
gene	48946	48949
species	48954	48970
species	48973	48994
species	49000	49017
gene	49072	49075
gene	49176	49179
gene	49245	49248
gene	49343	49345
gene	49362	49365
gene	49496	49499
species	49553	49557
gene	49596	49599
gene	49772	49775
gene	49778	49781
gene	49784	49787
gene	49790	49793
gene	49796	49799
gene	49852	49855
gene	50053	50055
gene	50061	50063
gene	50235	50238
species	50262	50276
gene	50502	50505
gene	50628	50630
gene	50700	50702
species	50926	50947
species	51132	51163
species	51290	51304
species	51307	51311
gene	51331	51334
gene	51336	51339
gene	51391	51394
gene	51427	51430
gene	51469	51472
gene	51475	51478
gene	51520	51523
gene	51562	51570
gene	51605	51608
gene	51611	51614
gene	51620	51623
gene	51630	51633
gene	51635	51638
species	51755	51769
species	51775	51782
species	51784	51786
gene	51792	51794
gene	51821	51824
species	51897	51908
species	51917	51931
gene	51938	51941
gene	51947	51950
species	52116	52130
gene	52146	52149
gene	52275	52277
species	52390	52404
species	52444	52448
gene	52492	52495
gene	52630	52633
gene	52635	52638
date	52723	52726
person	52728	52746
gene	52751	52753
gene	53362	53364
gene	53404	53407
gene	53429	53432
gene	53527	53529
species	53616	53623
species	53644	53657
species	53703	53716
gene	53730	53733
gene	53808	53811
gene	53868	53871
species	53882	53889
species	54182	54195
gene	54454	54457
gene	54460	54463
gene	54466	54469
gene	54472	54475
gene	54478	54481
gene	54488	54491
species	54496	54514
gene	54781	54789
gene	54807	54810
gene	54841	54843
gene	54948	54956
species	55101	55109
gene	55349	55355
gene	55375	55391
gene	55523	55525
gene	55548	55550
gene	55767	55770
species	55788	55803
species	55806	55820
species	55823	55839
species	55846	55867
gene	55926	55928
species	55934	55946
gene	55983	55985
gene	56008	56010
species	56361	56383
gene	56461	56463
gene	56633	56641
gene	56688	56690
gene	56740	56742
gene	56803	56818
gene	56899	56901
gene	57021	57023
gene	57111	57113
gene	57161	57170
gene	57337	57342
gene	57477	57482
gene	57488	57490
gene	57512	57517
gene	57582	57588
gene	57640	57645
gene	57680	57685
gene	57753	57759
gene	57788	57790
gene	57814	57820
gene	57851	57856
gene	57893	57898
gene	57901	57903
gene	57910	57916
gene	57960	57965
gene	58011	58017
gene	58019	58021
gene	58118	58124
gene	58243	58248
gene	58258	58264
gene	58347	58349
gene	58377	58383
gene	58413	58419
gene	58466	58471
gene	58535	58541
gene	58654	58659
gene	58661	58663
gene	58665	58671
gene	58673	58678
gene	58743	58749
gene	58775	58780
gene	58834	58840
gene	58898	58903
gene	59007	59010
gene	59016	59019
species	59066	59083
gene	59088	59090
gene	59161	59163
gene	59215	59221
species	59230	59246
gene	59253	59258
gene	59425	59430
species	59486	59496
gene	59503	59508
species	59526	59537
gene	59544	59549
species	59596	59606
species	59613	59624
gene	59626	59631
species	59761	59771
gene	59800	59817
species	59887	59897
species	59926	59937
gene	60055	60060
species	60348	60352
species	60361	60372
species	60480	60508
species	60545	60557
species	60686	60701
species	60707	60723
gene	60808	60811
gene	60814	60817
gene	60854	60857
gene	60915	60917
gene	60934	60938
gene	60940	60943
gene	60945	60948
species	61038	61044
species	61050	61057
species	61064	61076
gene	61078	61081
gene	61241	61244
gene	61293	61296
species	61311	61322
gene	61434	61439
gene	61487	61490
gene	61493	61496
gene	61503	61505
gene	61528	61531
gene	61726	61728
gene	61731	61735
gene	61738	61741
gene	61743	61745
gene	62052	62056
gene	62059	62062
gene	62079	62083
gene	62108	62111
species	62113	62115
species	62139	62155
gene	62173	62177
gene	62341	62344
gene	62435	62439
gene	62674	62678
gene	62725	62728
gene	62869	62873
gene	62911	62915
gene	63067	63071
gene	63085	63089
gene	63186	63190
gene	63198	63201
species	63244	63254
gene	63308	63311
gene	63412	63416
gene	63610	63613
species	63663	63684
gene	63892	63895
gene	63991	63994
gene	64136	64138
gene	64147	64150
gene	64393	64396
gene	64398	64400
gene	64477	64480
gene	64556	64559
gene	64651	64653
gene	64706	64709
gene	64711	64713
gene	64721	64723
gene	64725	64727
gene	64822	64826
gene	64833	64835
gene	64863	64866
gene	64868	64870
gene	65007	65011
gene	65019	65021
gene	65139	65142
species	65168	65186
gene	65204	65207
gene	65210	65213
gene	65219	65222
species	65379	65394
species	65400	65416
gene	65436	65439
gene	65442	65445
gene	65451	65454
gene	65484	65486
gene	65521	65523
gene	65560	65577
gene	65590	65593
gene	65606	65612
gene	65617	65620
species	65650	65671
gene	65692	65695
gene	65711	65720
gene	65768	65771
gene	65911	65914
gene	65917	65920
gene	65926	65929
gene	65948	65951
gene	66095	66098
gene	66190	66192
gene	66256	66259
gene	66389	66391
gene	66458	66460
gene	66475	66478
gene	66487	66489
gene	66491	66493
gene	66566	66569
gene	66599	66604
gene	66635	66637
gene	66696	66698
gene	66725	66730
species	66769	66785
gene	66881	66883
gene	66960	66963
gene	67166	67169
gene	67200	67203
gene	67257	67265
gene	67267	67270
gene	67425	67428
species	67452	67469
species	67555	67570
gene	67572	67575
gene	67577	67580
species	67614	67622
gene	67666	67671
gene	67694	67697
species	67744	67760
gene	67777	67780
species	67785	67793
gene	67864	67867
gene	67900	67902
species	68005	68015
gene	68017	68020
gene	68056	68066
species	68170	68178
gene	68180	68183
gene	68185	68190
gene	68288	68303
species	68365	68370
species	68527	68535
gene	68537	68540
gene	68655	68658
gene	68660	68663
gene	68687	68690
species	68757	68765
species	68848	68854
gene	68861	68864
species	69053	69064
gene	69067	69069
gene	69085	69089
gene	69214	69218
gene	69221	69229
gene	69240	69248
species	69288	69308
gene	69373	69380
gene	69393	69395
species	69546	69562
gene	69564	69566
gene	69568	69571
gene	69573	69575
gene	69662	69666
gene	69668	69673
gene	69706	69709
gene	69752	69754
species	69810	69818
gene	70103	70105
gene	70258	70266
gene	70340	70348
gene	70397	70405
gene	70415	70423
gene	70589	70592
species	70635	70663
gene	70787	70794
species	70800	70812
species	70851	70867
gene	70907	70914
species	70919	70944
person	70947	70963
gene	71000	71002
gene	71024	71027
gene	71030	71036
gene	71079	71081
gene	71084	71087
gene	71245	71248
gene	71251	71254
gene	71261	71264
gene	71285	71290
gene	71443	71446
gene	71517	71520
species	71672	71688
person	71708	71711
gene	71856	71859
gene	71929	71936
person	71971	71974
gene	71986	71989
gene	72017	72020
gene	72032	72039
gene	72072	72075
gene	72197	72200
gene	72501	72504
species	72630	72646
gene	73050	73053
gene	73059	73062
gene	73152	73155
gene	73282	73285
gene	73291	73294
gene	73307	73332
gene	73335	73338
gene	73389	73392
gene	73404	73414
gene	73416	73419
gene	73556	73559
gene	73563	73566
gene	73574	73577
gene	73653	73656
gene	73659	73662
gene	73694	73697
gene	73727	73730
gene	73736	73739
gene	73848	73851
gene	73893	73900
gene	73955	73957
gene	73964	73967
gene	73997	74000
gene	74030	74033
gene	74055	74058
gene	74149	74152
gene	74174	74176
gene	74178	74180
gene	74227	74230
gene	74236	74239
gene	74334	74337
gene	74343	74346
gene	74480	74487
gene	74490	74493
species	74571	74587
gene	74589	74591
gene	75224	75226
species	75620	75636
gene	75838	75843
gene	75877	75890
gene	75903	75910
gene	75949	75954
gene	76036	76043
gene	76069	76074
gene	76188	76193
gene	76272	76274
gene	76451	76456
gene	76628	76633
gene	76679	76681
gene	76793	76798
gene	76899	76904
gene	76959	76962
species	76995	77011
gene	77076	77079
species	77187	77202
gene	77204	77206
person	77312	77320
gene	77342	77344
person	77347	77356
date	77370	77373
gene	77413	77416
gene	77484	77487
gene	77674	77677
gene	77804	77807
gene	77817	77820
gene	77825	77827
gene	77914	77917
gene	77976	77979
gene	78031	78034
gene	78218	78221
gene	78256	78259
gene	78273	78286
species	78312	78328
gene	78446	78449
gene	78477	78479
species	78501	78511
gene	78743	78746
gene	78775	78778
gene	78920	78923
gene	78929	78932
gene	78939	78942
gene	78944	78947
gene	78949	78954
gene	78959	78961
gene	79068	79070
gene	79294	79296
species	79346	79362
gene	79369	79382
location	79514	79517
gene	79657	79660
gene	79666	79669
gene	79699	79701
gene	79794	79807
date	79820	79823
species	79867	79870
species	79934	79950
species	80044	80047
gene	80132	80135
gene	80138	80141
species	80304	80307
gene	80348	80351
species	80383	80386
gene	80414	80417
species	80467	80470
gene	80497	80499
gene	80527	80533
species	80569	80572
gene	80605	80608
species	80670	80673
gene	80710	80713
gene	80722	80725
species	80753	80756
gene	80818	80821
gene	80866	80869
gene	80902	80905
gene	80922	80925
species	80937	80940
gene	81027	81030
species	81119	81135
gene	81137	81140
species	81236	81240
gene	81310	81317
gene	81400	81407
gene	81473	81480
gene	81631	81638
gene	81695	81702
gene	81734	81741
gene	81743	81756
species	81770	81780
gene	81782	81785
gene	81838	81845
species	81902	81912
gene	81914	81917
gene	82137	82144
gene	82301	82308
gene	82352	82359
gene	82564	82571
species	82666	82688
species	82832	82854
species	82899	82916
species	82922	82946
gene	82948	82951
gene	82958	82961
species	83003	83015
gene	83110	83112
species	83372	83384
species	83493	83505
species	83580	83595
species	83601	83617
date	83739	83743
species	83749	83761
species	83873	83885
species	84000	84016
gene	84037	84041
gene	84069	84071
gene	84078	84080
gene	84166	84171
gene	84184	84189
gene	84220	84223
gene	84238	84240
gene	84328	84330
gene	84453	84457
species	84545	84551
gene	84597	84599
gene	84622	84626
species	84638	84644
gene	84646	84649
species	84654	84676
species	84797	84814
gene	84851	84853
species	84941	84951
gene	84995	84997
location	85050	85054
location	85059	85063
location	85081	85085
gene	85143	85147
species	85276	85286
gene	85314	85316
gene	85318	85320
gene	85561	85564
gene	85703	85705
gene	85770	85772
gene	85848	85850
species	85933	85939
gene	85967	85969
species	85990	86008
gene	86059	86061
species	86084	86102
species	86125	86150
species	86203	86210
species	86222	86232
gene	86310	86317
gene	86351	86358
species	86392	86399
species	86408	86429
species	86440	86450
gene	86552	86554
gene	86558	86560
gene	86593	86596
gene	86754	86761
gene	86764	86771
gene	86777	86784
species	86918	86928
gene	86946	86953
species	86959	86966
gene	86978	86985
species	87033	87043
gene	87045	87052
gene	87075	87080
gene	87082	87087
species	87101	87111
gene	87114	87119
species	87129	87145
gene	87148	87153
gene	87188	87193
gene	87208	87211
gene	87226	87233
gene	87310	87315
gene	87380	87385
gene	87457	87462
gene	87522	87527
gene	87537	87542
species	87555	87565
gene	87717	87724
species	87729	87736
species	87748	87758
gene	87790	87797
species	87976	87997
species	88000	88015
gene	88125	88128
gene	88178	88181
gene	88232	88235
species	88297	88313
species	88316	88326
gene	88409	88412
gene	88487	88493
species	88513	88523
gene	88634	88647
gene	88651	88658
species	88674	88689
gene	88709	88716
species	88721	88736
gene	88790	88796
species	88801	88811
gene	88845	88848
gene	88897	88903
species	88908	88918
gene	88946	88953
species	88958	88976
gene	89016	89029
species	89366	89381
species	89548	89553
species	89605	89610
gene	89634	89636
species	89711	89716
gene	89819	89825
species	89887	89903
gene	89905	89912
gene	90029	90042
species	90355	90361
date	90521	90524
species	90564	90580
species	90745	90755
gene	90904	90908
gene	90919	90926
gene	91006	91010
gene	91016	91018
gene	91029	91036
gene	91379	91383
location	91429	91434
gene	91501	91505
gene	91514	91521
gene	91575	91582
gene	91823	91826
gene	91832	91835
gene	91908	91915
species	91950	91961
gene	91963	91965
species	92024	92040
gene	92063	92065
gene	92100	92107
species	92205	92215
gene	92253	92255
gene	92367	92384
gene	92389	92393
gene	92445	92449
species	92512	92528
gene	92585	92587
species	92717	92728
gene	92730	92732
species	92774	92787
species	92794	92810
gene	92840	92843
gene	92925	92928
gene	92996	93002
gene	93074	93077
gene	93158	93160
gene	93229	93232
gene	93329	93332
gene	93371	93373
gene	93427	93430
gene	93549	93552
gene	93598	93601
gene	93700	93703
gene	93705	93707
gene	93858	93861
gene	93863	93865
date	94058	94061
gene	94125	94128
gene	94135	94139
gene	94142	94145
species	94191	94207
gene	94215	94219
gene	94411	94413
gene	94531	94535
gene	94538	94542
gene	94582	94586
gene	94663	94667
gene	94720	94724
gene	94750	94754
gene	94795	94799
gene	94835	94839
gene	94862	94866
gene	94944	94946
gene	94948	94950
gene	95002	95006
gene	95033	95037
gene	95149	95153
gene	95183	95187
date	95299	95303
species	95457	95472
url	95781	95823
species	96028	96034
species	96318	96334
gene	97394	97396
species	97428	97434
gene	97544	97547
date	97688	97691
species	97712	97728
species	97968	97977
gene	97980	97985
gene	98040	98045
gene	98062	98065
gene	98258	98260
species	98294	98309
gene	98311	98314
species	98372	98382
gene	98384	98387
gene	98403	98406
species	98449	98472
gene	98483	98488
species	98542	98552
gene	98554	98557
species	98603	98624
species	98633	98639
gene	98664	98670
species	98714	98724
gene	98744	98747
gene	98863	98866
gene	99065	99068
gene	99093	99096
gene	99117	99156
gene	99289	99291
species	99464	99475
gene	99484	99486
species	99564	99580
gene	99706	99709
person	99738	99746
person	99770	99784
date	99800	99803
gene	99818	99821
gene	99827	99830
gene	99924	99927
gene	99974	99981
gene	100008	100011
gene	100014	100017
gene	100024	100027
gene	100049	100063
gene	100190	100194
gene	100200	100204
gene	100222	100252
gene	100318	100323
gene	100330	100334
gene	100418	100421
gene	100495	100513
gene	100516	100518
species	100539	100560
gene	100562	100565
gene	100686	100688
gene	100691	100693
species	100721	100735
species	100955	100963
gene	100965	100967
gene	101113	101115
gene	101181	101183
species	101188	101196
gene	101198	101200
species	101226	101230
gene	101424	101426
gene	101573	101575
species	101626	101628
species	101634	101652
gene	101699	101701
species	101707	101709
gene	101757	101759
gene	101761	101763
gene	101823	101825
gene	101910	101912
gene	101914	101916
gene	102011	102013
gene	102041	102043
gene	102059	102064
gene	102097	102099
gene	102119	102138
gene	102177	102179
gene	102218	102220
species	102257	102265
gene	102267	102270
gene	102354	102356
species	102437	102453
gene	102566	102578
gene	102738	102757
gene	103498	103500
gene	103511	103513
species	103742	103755
gene	103791	103794
species	103828	103834
gene	103905	103908
gene	103933	103936
gene	103981	103984
gene	104068	104070
gene	104106	104109
gene	104216	104219
gene	104329	104332
gene	104339	104341
gene	104797	104799
gene	104898	104900
gene	105045	105048
species	105141	105156
gene	105158	105171
date	105501	105504
